id,company,feelings,tweet
9619,PlayStation5(PS5),Positive,"This #PlayStation5 pre order is an absolute....

Hopefully Xbox goes smoother next week and I'll get two 😒"
352,Amazon,Neutral,BBC News - Amazon boss Jeff Bezos rejects claims company acted like a 'drug dealer' bbc.co.uk/news/av/busine…
1579,Battlefield,Negative,"Update: I did not do this

I played battlefield 4 instead. Which was a mistake."
8056,Microsoft,Negative,What does that say about Microsoft hardware & software security - The Man gets hacked
2419,Borderlands,Negative,@Borderlands how do I submit a complaint? Your CEO isn't paying his staff their bonuses.
3602,Cyberpunk2077,Irrelevant,"#RTXOn
@Miki21144689 have no one else ^^ but i have a brother, who would be very happy about it, so again #RTXOn @nvid"
7618,MaddenNFL,Negative,@EAMaddenNFL is there a reason OFFLINE franchise lags so much? Every play skips and good luck kicking a extra point. Shouldn’t a OFFLINE MODE have 0 input lag? Please patch this...#fixmaddenfranchise #NFLdropEA #FixMadden21
4050,CS-GO,Positive,Wow
10865,TomClancysGhostRecon,Neutral,@GhostRecon Glad you're changing up the game to make it how it should have been on release. Spotted a Typo on Uplay though. pic.twitter.com/qw6DwVBeGZ
5074,GrandTheftAuto(GTA),Positive,hella good options and i loved all of these games but I gotta go with GTA 4 pic.twitter.com/DCuTj9qa8O
12487,WorldOfCraft,Neutral,"this is the current status on the gold making, monthly token purchased if i dont find a stable source of income this will be bad in 3 months mithril and flamebloom were broke  by some sellers #Warcraft! pic.twitter.com/l7XmqXWpZ0"
8055,Microsoft,Positive,special shoutouts to microsoft excel 2013
3058,Dota2,Positive,3.7k to 3.2k 🙃 I LOVE DOTA 2 PUTANG INA
6379,FIFA,Positive,"Thank you 
 For wanting me to stay home and play some of FIFA

@EASPORTSFIFA @EAHelp pic.twitter.com/7Vw03AfLay"
6960,johnson&johnson,Neutral,Johnson & Johnson to stop selling talc baby powder in U.S. and Canada j.mp/3e1YtDV (Reuters) https://t.co/dsaUTgb5p9
3487,Facebook,Neutral,some of my irls really think that George Floyd did something wrong after a wrote a whole post on Facebook about how black lives matter!! I don't wanna be friend with racist people I swear I didn't know they're racist I feel bad for knowing them
9273,Overwatch,Irrelevant,Its live time with more overwatch shenanigans yall gunna bullshit around and rage at the game lol see ya there! Theta.tv/spazzxattack
9697,PlayStation5(PS5),Negative,Smh
7794,MaddenNFL,Negative,#NFLdropEA to ea from me your game is horrible the franchise mode is horrible mut is just a way for children to gamble with there mom's credit card face of the franchise is cheese and horrible and to this point I'd rather play a fan game than madden NFL please drop EA
2480,Borderlands,Neutral,I am so exhausted from work this week so probably no borderlands stream today i’m SO SORRY 😭
6055,FIFA,Irrelevant,"Former Arsenal and West Ham player Alex Song has taken his case to FIFA after being sacked by FC Sion.

The 32-year-old was one of nine players to lose his job when the Swiss side proposed reducing the wage bill of the first team as an emergency measure during the coronavirus"
4569,Google,Neutral,Morning Year 4! This week's English has got me all excited. Explore this wonderful story and decide which tasks you want to complete...see where your learning takes you this week. 🐵 Google Classroom updated. @NFollinStMarys pic.twitter.com/JBFUpRjL59
4456,Google,Negative,"if you kill someone to make a point 

of how Google 

and Vice and the Ny Times 

play to the life science companies 

they'll use a horrible photo of you ..."
6593,Fortnite,Irrelevant,By far my best stream without a raid!! We were hovering around 12-15 viewers for about an hour and gained a boat load of follows. Much love!! #WubbleNation #fortnite #savetheworld pic.twitter.com/ONtb94ufAj
1783,CallOfDutyBlackopsColdWar,Neutral,Omg FOV Slider 😍
11149,TomClancysGhostRecon,Negative,@GhostRecon please fix the MOUNTAIN-00016 error. Its been 3 hours already.
5495,Hearthstone,Positive,Team 5 what a great media/announcement day. You guys always manage to surprise the Hearthstone community when we think we’ve seen it all. Keep up the phenomenal work. @PlayHearthstone #Hearthstone pic.twitter.com/qsQFw4ZA6v
10262,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,xboxaimbot.com is the greatest site  to get free modz  #fortnite #pubg #aimbot #cheats #apex #xbox #playstation #gamer #xboxone #vbucks #switch #warzone #pubgmobile
6323,FIFA,Negative,FIFA 20 gets me angry 😶
3263,Facebook,Positive,Wow
10309,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"PTA PUBG ban is unconstitutional in nature because it violates  article 18 of the constitution of the islamic republic of pakistan. The employees involved should be suspended
 #PTALiftBanOnPUBG
#unbanpubginpakistan 
#SavePakistanEsports 
 @PTAofficialpk @ZakaWaqar pic.twitter.com/Pxh87DXB2Z"
1428,Battlefield,Irrelevant,A ban for Battlefield 4 player SasoByte has occurred SEE DETAILS: bf4db.com/player/ban/890…
519,ApexLegends,Negative,"Ummm Wth....
#ApexLegends pic.twitter.com/eXcHRvG16o"
7547,LeagueOfLegends,Neutral,"This is about as far as I can go with it for the time being, maybe I will revisit it later, sorry!

#LeagueOfLegends #ArtofLegends #Yuumi pic.twitter.com/8iyAdyvwMD"
10021,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"Team Shy Military are your Runners-up in PUBG PC at the Showdown tournament organized by Gamer.LK. we wish them the very best in the upcoming tournaments. 💚💚

#TM #Brotherhood #GreenArmy #TeamSpeak #1xBET #TMPUBG https://t.co/TR2AM06C2X"
10729,RedDeadRedemption(RDR),Positive,"I'm getting a lot out of Red Dead Redemption 2 right now, the game enables me to do a lot of dumb things and generally be an idiot.

feelsgoodman"
6218,FIFA,Neutral,Playing fifa with my girl.  She got her first goal against me and someone won’t shut up 😩
2335,CallOfDuty,Positive,This skin for Revenant looks dope!! greasygamer.com/threads/this-s… #gg #SmallStreamerCommunity #SmallStreamersConnect #smallstreamer  #SupportSmallStreamers @LaZy_RTs @FearRTs @sme_rt @SGH_RTs @SmallStreamersR @StreamerNetwork @SSS_Retweets @Gr0wthLabs #callofduty #Fortnite #rainbow6
6826,johnson&johnson,Neutral,Johnson & Johnson Stops Selling Talc-Based Baby Powder In U.S. And Canada standaside.us/johnson-johnso…
9437,Overwatch,Negative,Ah fuck here we go again.
5311,Hearthstone,Neutral,The next major #Hearthstone update pays tribute to one of World of Warcraft's best expansions. denofgeek.com/games/hearthst…
9699,PlayStation5(PS5),Irrelevant,I’m gonna say this again @imjustbait is the funniest meme page ever 😌
1051,AssassinsCreed,Positive,I'm in love @mlssmahut #assassincreedodyssey #assassinscreed #ubisoft @Ubisoft #kassandra #PS4share pic.twitter.com/tbk2cnF1Ou
4020,CS-GO,Irrelevant,s1mple - The BEST CS:GO Player In The World! - HLTV.org's #1 Of 2018 youtu.be/NnOA1e3myaQ @YouTubeより
10078,PlayerUnknownsBattlegrounds(PUBG),Negative,Even tae playing pubg I won’t ever installing it hahahaha I dislike that game so much
9063,Nvidia,Positive,AMD really got so scared of Nvidia’s ampere that they quit making GPUs and switched to bikes
5464,Hearthstone,Positive,Yogg Saron’s Puzzle Box is quite possibly my favorite card in the game.  Secrets and Puzzle Box make for truly crazy insane WTF moments.  So fun even when it’s a shitshow.  🤣 #Hearthstone
12949,Xbox(Xseries),Irrelevant,"Microsoft Apparently Has 16 First-Party Xbox Studios, But That Doesn't Add Up purexbox.com/news/2020/03/m… #Microsoft #Xbox #XboxOne #XboxSeriesX https://t.co/WZHHIwK1GL"
11382,TomClancysRainbowSix,Positive,Gaming is my hobby and I love it like and follow if your in to Th a same #gamers #gamerguy #RainbowSixSiege #adictition #addiction #gamestar pic.twitter.com/TnPZYm9PVD
1985,CallOfDutyBlackopsColdWar,Positive,Not gonna lie that Black Ops cold war trailer was probably the best COD teaser I have ever seen
2515,Borderlands,Neutral,"Morning~!!
I'm split on playing PSO2 or Borderlands 3 for todays stream. 🤔
Either way a stream today is happening and I'm excited to hang out nonetheless!!
Hope your weekend was well. 💚 :3 pic.twitter.com/X0CrvuK8Pq"
6992,johnson&johnson,Positive,"By combining product #engagement #analytics, #digitalsignage content can now be continuously optimized.  Learn how Johnson & Johnson drove 38% sales lift in beauty and 62% sales lift in OTC.

Learn more: buff.ly/3fCQuPt https://t.co/H09PgAdlCk"
4471,Google,Negative,@Google and @Apple can you explain promoting a slave market in Kuwait through your apps?????? I am disgusted.
11962,Verizon,Negative,"@VZWSupport   I sent you guys a direct message about an issue with my iPad I bought from Verizon,  Please check it"
127,Amazon,Neutral,"""Great storytelling, peppered with detail that brought the world to life make this easy to recommend."" Amazon Reviewer. #mystery #cosycrime #readindie mybook.to/ClencherMill https://t.co/C5LIhX0T2x"
9054,Nvidia,Neutral,"but.... the new nvidia 3000 series gpus are also looking appealing. a 3070 has better performance than the 2080 for  half the price... that's crazy. I'm struggling between saving up for a 3070 or saving up for a ps5....
8:14 PM · Sep 16, 2020·T"
8129,Microsoft,Negative,"Today I found out that Windows' Cortana actually sounds like Jen Taylor in America but nowhere else. What the fuck, microsoft?!"
4236,CS-GO,Neutral,"Finnish CS:GO Player Jamppi Sues Valve Over Alleged VAC Ban » TalkEsport,bit.ly/3byCjrT"
9467,Overwatch,Negative,I’ll never understand how people enjoy overwatch
4291,CS-GO,Irrelevant,It's our pleasure H
7486,LeagueOfLegends,Neutral,You have no idea how ready I am for this. Give me Twisted Fate! #LegendsOfRuneterra #LeagueOfLegends
7251,LeagueOfLegends,Irrelevant,Super happy to work with @WIHSesports to make this opportunity happen for students.
10513,RedDeadRedemption(RDR),Neutral,"Red Dead Redemption 2 - Xbox - jogando no Game Pass 

m.mixer.com/valtinhoroberto

(#game)"
287,Amazon,Neutral,"Dart Against Humanity Ep. 79 (S5 E4): The New Not Normal

Apple: itunes.apple.com/us/podcast/dar…

Google: google.com/podcasts?feed=…

Google Play: play.google.com/music/listen#/…

Spotify: open.spotify.com/show/7oyFdHIm6…

iHeartRadio: iheart.com/podcast/256-da…

Pandora: pandora.com/podcast/dart-a…

*Amazon Alexa https://t.co/uCZfIRX9Ip"
10307,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Are u crazy gloating as if u r his fan n not a responsible journo. Sorry expected u change but drummer never change. Why don’t u write a book u worshipper
6280,FIFA,Neutral,"FUT’s menu stuff this year is the best it has ever been by far, you can easily make coins and build a fantastic team without spending a peny. Brilliant.

However the gameplay, how scripted it is and AI dominant it is, along with the awful servers EA have make it unbearable."
2695,Borderlands,Positive,I wanna play Shooty McLootyguns with more people (Borderlands 3). Recently solo'd the Maliwan Takedown mission and Torgue's Slaughterhouse 3000 on Mayhem 3. Was some of the most intense and fun FPS gameplay I've had in years.
11808,Verizon,Negative,"@Verizon  I’m done with y’all, y’all charge too damn much for a cellphone. Plus your service sucks."
3061,Dota2,Irrelevant,"Pls guys stop, I'm tired to give you more like of these 🤣🤣🤣"
7433,LeagueOfLegends,Neutral,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @ShopAngryKitty #poshmark #fashion #style #shopmycloset #pier1 #leagueoflegends: posh.mk/7ZpkTUiSf9 https://t.co/pPGBdxFVm6
13150,Xbox(Xseries),Irrelevant,"🤣👉 @KEEMSTAR Ya know, the social media STI?

🤡 is going after the video game blogger @TheQuartering 👈😏

Why?! Who fuckin’ cares. 🤦‍♂️ Just wanted to point out where KEEM is at in life. 🤣 Painfully lame.

#gamers #PS5 #XboxSeriesX"
3229,Facebook,Neutral,It’s nice not to have facebook anymore but I can’t say I hate it when my cuz tells me the latest drama. Like how Jeremy Beuss’ skinny white ass tries to spout ‘correct’ gender roles and anti abortion/women’s health while he displays internalized homophobia and toxic masculinity
11760,Verizon,Positive,The iPhone 12 needs to hurry up cause I need to get it with @Verizon cause @sprint is trash ever since the merger with @TMobile! Like my speed is from the Middle Ages!! #iPhone12
8305,Microsoft,Negative,"Suspicion and Anger Towards Microsoft Rises After Windows 10 Search Failure 
tech.slashdot.org/story/20/02/09… 

Even local file searches on users' own PC's were failing, yet Microsoft blamed a ""third-party networking fiber provider""."
4158,CS-GO,Positive,bhopping in csgo is so cozy
6437,Fortnite,Positive,"funny, did laugh thank you blue fortnite man"
6185,FIFA,Negative,"Bashing FIFA for no reason 

You all are proving how insecure you hate lingers are from shehnaaz and her popularity 

Just because FIFA supports shehnaaz and SidNaaz 

OHh Myy Gawwwd

#WeLoveFifaFooz"
7879,MaddenNFL,Irrelevant,Love starting my day on twitter getting blessed by this Demon 🐺🔥
6029,FIFA,Negative,Fifa 20 is the worst fifa of all time!
12444,WorldOfCraft,Irrelevant,"Very Nice Demon Hunter Blood Elf Statue!! 
Painter, photographer - Helen|N.May Sculptor - Vladislav Kortikov
#Warcraft #worldofwarcraft  #Wowboost #wowboosting  #WoWClassic #beauty #art pic.twitter.com/F8KS8DayNB"
1171,AssassinsCreed,Negative,sometimes i feel like such an old grandma playing games.... a few months ago i bought assassin’s creed origins bc it was on sale and like 20 minutes in i was like “hm... this is too violent for me!” and never touched it again SKSJSBSB
7021,johnson&johnson,Neutral,"New York charges Johnson & Johnson with insurance fraud over opioid claims

pageone.ng/2020/09/17/new…

$JNJ"
3185,Dota2,Positive,"The professional dota 2 scene is fucking exploding and I completely welcome it.

Get the garbage out."
6303,FIFA,Irrelevant,HOW DID I MISS THIS I CANT EVEN BLAME SCHOOL ARE YOU KIDDING ME
6977,johnson&johnson,Neutral,Johnson & Johnson ends baby powder sales in US & Canada after lawsuits posit links to cancer… but will keep selling it elsewhere — RT World News rt.com/news/489146-jo…
9880,PlayStation5(PS5),Positive,Just so god Damn beautiful 😍 #PS5 pic.twitter.com/N14QKPrftj
10027,PlayerUnknownsBattlegrounds(PUBG),Positive,👍 on @YouTube: PUBG BEST KILLS | 48 SQUAD KILLS | 26 SOLO KILLS | Skreams Gaming | BEST KILLS RECORD | Dadaabhihai youtube.com/watch?v=7Jc7dz…
9495,Overwatch,Negative,now i'm just offended
4902,GrandTheftAuto(GTA),Irrelevant,Wtf does he think he's living in GTA or something
7740,MaddenNFL,Negative,@EAMaddenNFL hi I am am trying to do the golden ticket challenges and it is not working for me and 10 of my friends so will u be post pointing it or??
855,AssassinsCreed,Positive,I actually really liked Assassin’s Creed 1
4974,GrandTheftAuto(GTA),Neutral,Grand Theft Auto V PR #PORTUGALIA   adymonteiro.live/home
10391,PlayerUnknownsBattlegrounds(PUBG),Positive,"3 years ago this week. 😭

Such a good time for @PUBG and a huge accomplishment for @PLAYERUNKNOWN & his team to put on. 

The observer room was insane, so many cables. 😂 

Life changing.... thank you. ✌️ pic.twitter.com/6RwnQKs2KC"
5041,GrandTheftAuto(GTA),Negative,@RockstarGames I’m a veteran of gta and have been for years  and  absolutely lov the game but you really really really need to sort your game out hard!!!!!
4411,Google,Neutral,"How do I make a girl keysmash?
Shit this isn't google"
3206,Facebook,Negative,Why would you fuck your way to the bottom exactly?
6586,Fortnite,Irrelevant,"10 year olds trading on the stock market is scary news. It can instill good financial habits/curiosity. BUT. Equally high chances of it going the opposite way: seeding gambling tendencies, heavy losses from trading F&Os, or worse - this becoming the next Blue Whale. Not worth it."
354,Amazon,Positive,"You literally have fanboys all over the games industry who just can't wait to take cheap shots at Microsoft & xbox. Online services and features, digital stores and the cloud are where things are headed. Google and Amazon have tremendous reach. To ignore the threat is dumb."
7384,LeagueOfLegends,Positive,League of Legends taught me to come to terms with my own disappointing third novel
2388,CallOfDuty,Negative,"Call of duty logic: Nerfs the M4 7 times

Keeps helicopter, makes akimbo .357 stupid cheating 🥴"
7108,johnson&johnson,Negative,"Johnson & Johnson is about to enter phase 3 trials of a COVID vaccine that only works in one dose, they claim.

Remember how J&J was found guilty of having cancer causing baby powder?

Ask yourself honestly: do you trust these Pharma companies? I don’t ..."
3361,Facebook,Irrelevant,Bro I had an abusive internet boyfriend that used to call me a stupid bitch whenever niggas used to like my pics on facebook and I used to beg him to not be mad at me. I was such a stupid bitch FOR REAL
5921,HomeDepot,Irrelevant,@UPS 2 bad she was not n place wen ups cust reps decided 2oss my $1600 last nov 2019! Wen ur reps won't do something 2 a oid disaster ur. Rand integrity s called n2 question. Trust means a lot. 2 mo ths disability benefit!
9966,PlayStation5(PS5),Neutral,"Sony: doesn't announce the price 

#PlayStation #PlayStation5  #Playstation5reveal #PS5  #PS5Reveal  #PS5memes 

le Pakistani awam: pic.twitter.com/KuvRxpUhwj"
2103,CallOfDuty,Positive,"Really!!!!!! @CallofDuty @InfinityWard #CallofDuty #Warzone #ModernWarfare

store.playstation.com/#!/en-gb/tid=C… https://t.co/qTVaWqj9Gk"
6086,FIFA,Negative,Amazing how toxic the FIFA community is in August.  Congrats @EASPORTSFIFA for creating one of the most toxic communities....right up there with CSGO and RB6.
6658,Fortnite,Irrelevant,a man on top for that fortnite song
7947,MaddenNFL,Positive,Nice game @EAMaddenNFL 👍 pic.twitter.com/csVm607lov
1223,Battlefield,Negative,@EAHelp Hi was booted from battlefield V game and now unable to go online. Seeing a few people on the subreddit say the same. Is there an issue with battlefield servers?
5212,Hearthstone,Positive,I do like this hearthstone pic.twitter.com/ef2LVsY44m
5323,Hearthstone,Irrelevant,"Go check his channel out, he’s super underrated 😊"
9452,Overwatch,Positive,"I started playing Overwatch (on Switch) right when Covee started and the combination of that game on that console has made it the most friendly gaming experience, really zen compared to most lobbies i’ve witnessed"
3720,Cyberpunk2077,Neutral,Cyberpunk 2077 Outrage Blows Up! CD Projekt Red Devs Dispute & Call Out Crunch Story Misinformation buff.ly/3nw6Z3P
689,ApexLegends,Neutral,We need a third for Ranked right now! #Xbox #ApexLegends #Ranked #Xboxone DM me
10256,PlayerUnknownsBattlegrounds(PUBG),Neutral,"@PTAofficialpk why u wanted to ban pubg is there any personnel fight with pubg corp? Pls unban this game. If thousands of people requested u to ban this game then see now more than lakh people are requesting to unban. Dont take pubg as your pride problem.
#ImranKhanPUBGKholo"
3929,Cyberpunk2077,Positive,This looks kinda clean!
12725,WorldOfCraft,Irrelevant,Oh boy I bet the responses to this in the comments will be very level-headed and not at all a barrage of outrage and anger.
9089,Nvidia,Positive,MOTHER. OF. GOD.
11824,Verizon,Neutral,"Man I just left the Verizon store to see if I can get my hands on the pre order of the RAZR V4. The employee let me hold the phone and flip it up and now I’m never washing my hands again, I can’t wait til the 15th of February to get it. 🥺🥺💕"
568,ApexLegends,Neutral,"@PlayApex you got a bug when a game ranked is ended, my friend get 10 min penality and he dont leave the game ."
12689,WorldOfCraft,Positive,@WarcraftDevs this would be incredible!
10008,PlayerUnknownsBattlegrounds(PUBG),Negative,"How is banning #PUBG going to fix anything? All it's gonna do, is make everything worse. What do they expect people to do in this lockdown?"
9915,PlayStation5(PS5),Neutral,"Facts, bitch can’t even get that ps5 😩😂 for me lol"
11550,TomClancysRainbowSix,Negative,"@Rainbow6Game Hey so i was playing ranked when the entire lobby's ping shot up, everyone was kicked except a buddy of mine, he cancelled the match but we all have bans now, what to do?"
3946,Cyberpunk2077,Positive,All I'm really hoping to get out of 2020 is a few months of @CyberpunkGame before the Armageddon hits us.
5865,HomeDepot,Negative,"@HomeDepot 
This has been the WORST experience we've ever had with Home Depot in Wentzville ! We spent $763.30  on a bad ass machine with a great 5 year warrenty  only to wait for 1 week for it to be dropped off, then it Doesn't even work. Nothing can be done until the 28th!"
1619,CallOfDutyBlackopsColdWar,Neutral,Know Your History...unless it involves China....because like....we have investors and shit...
7564,LeagueOfLegends,Irrelevant,the constant mouse clicking is what always got me
1088,AssassinsCreed,Positive,"Assassin's Creed III
I loved the opening! It makes you want to play the games before it! I will enjoy this more when I beat the other ones 1st! pic.twitter.com/oKwZXbNWXw"
8220,Microsoft,Positive,"#writingcommunity I just want to take a second to give a SO to the microphone in Microsoft Word. I said “etymologically unrelated” and it actually got it right. WOW we have come a long way baby!

#Microsoft #microsoftword"
10596,RedDeadRedemption(RDR),Neutral,Red dead redemption 2 #RDR2 #letsplay #playthrough youtu.be/JoysFxH2r9o
7733,MaddenNFL,Negative,@EAMaddenNFL franchise and face of the franchise are both terrible. @NFL #NFLdropEA #NFLDROPSEA
6675,Fortnite,Irrelevant,@roundedtiktak thank you 👍 #Fortnite #XboxShare pic.twitter.com/zWqOrFk0JN
10498,RedDeadRedemption(RDR),Positive,"Finally finished Red Dead Redemption 2 after nearly a year and a half of play. How does something so immersive, with so much detail on such a grand scale even manage to get produced? Its nothing short of both an engineering and artistic miracle"
10986,TomClancysGhostRecon,Negative,"If only it was that simple, if you read the comments most customers are complaining about how shady they are with information. Its tacky and disgusting to see especially when nothing fully good has came out. Wait dont mind waiting, just let us know before we get our Hope's up"
2962,Dota2,Positive,guess i'll broke.
5756,HomeDepot,Negative,While this article says — Marcus no longer ran the company— that is Home Depot he still makes the $$$ in stock. So go ahead and boycott!
8366,Microsoft,Positive,Shared via Microsoft Edge: New York City schools ban Zoom due to security concerns and shift to Microsoft Teams – GeekWire geekwire.com/2020/new-york-…
3029,Dota2,Negative,Dota 2 making league of legends look good rn
507,ApexLegends,Positive,"The trailer is dropping in around an hour and 28 minutes, cant wait!

 #apexlegends @PlayApex @apex_intel pic.twitter.com/0o1GPNYa3d"
9388,Overwatch,Negative,@Hunduks we will never be as happy as we were during the overwatch beta 💀
7948,MaddenNFL,Positive,Yassss! My team!! RAVENS!!
4925,GrandTheftAuto(GTA),Irrelevant,"Words of gratitude - trevorphilipsstanaccount: I love how the GTA V Tumblr fandom in particular has been creating, through talented and beautiful artistic material, fanfics and interesting and deep debates, a complex and rich study of the... tmblr.co/Z3AEPWYrTEVY4e…"
979,AssassinsCreed,Neutral,Eivor can crush me with her thighs
4895,GrandTheftAuto(GTA),Negative,I can't stand your ass OMG!
159,Amazon,Neutral,"Plain Janie. Smart Janie. She’s the good sister that never causes any trouble. Meet her in ""Janie's Secrets"" now. #romance #family #thriller #suspense  @Jeanelia1964 available at Amazon --> allauthor.com/amazon/45291/ https://t.co/UfoeYQaMZc"
8151,Microsoft,Positive,"Thanks to the amazing team at @Microsoft who generously donated 10 Office 365 licenses to AHA! today. We are so grateful!

#accessibleatx #accessible #affordable #integrated #housing #affordablehousing #microsoft #office365 #charity #donation #nonprofit #gratitude #Austin"
5965,HomeDepot,Positive,As much as I don’t like the Amazon business model nobody going to tell me to wear an ineffective cloth mask... so @HomeDepot @cvspharmacy @Walmart @SamsClub Target just lost all my business to Amazon... this lunacy is out of control @realDonaldTrump @CensoredCinder @BreitbartNews
1694,CallOfDutyBlackopsColdWar,Positive,FUCKING FINALLLLYYYYYYYYY
3838,Cyberpunk2077,Positive,Dang there goes my birthday present but maybe this will be better
10115,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"@PUBGMOBILE 
 ा  #Cheaters #PUBGMOBILE 
Ban this random playre his killed me and my clan teammate  .... I report pubg mobile in game plese strict action against cheater .... pic.twitter.com/CpYYO6kCBZ"
8617,NBA2K,Neutral,Ight @NBA2K false alarm pic.twitter.com/F4GBu2bVKb
10429,RedDeadRedemption(RDR),Positive,"My favourite 4 games
God of War
Red Dead Redemption 2
Uncharted 1
Rise of the Tomb Raider"
12514,WorldOfCraft,Neutral,"Yup, There's a Zombie Plague in World of Warcraft Shadowlands ift.tt/30XBoyt"
9857,PlayStation5(PS5),Positive,oooooh shit i think my motherboard is already compatible
5832,HomeDepot,Neutral,"Worked at Macy’s 

Worked at Chick Fil-A 

Worked at Home Depot 

Which one is the lie?"
10073,PlayerUnknownsBattlegrounds(PUBG),Positive,My friend plays korean version pubg and blackpink hylt is bg music omgg I love it pic.twitter.com/5sKOTZyvGa
11269,TomClancysRainbowSix,Negative,"5 years old and it’s in worse condition than Black Ice (Y1S1) was. Can’t get operation “health” again, Ops might develop M.S. and get shackles instead. The only game where the ground or the sky becomes the back of your head Amiright? @Rainbow6Game"
7023,johnson&johnson,Neutral,"Johnson&Johnson to stop selling baby powder in US.
The firm faces thousands of lawsuits that its talc products caused cancer.
It said in Oct that its testing had found no asbestos in its Baby Powder after tests conducted by USFDA discovered trace amounts.
bbc.co.uk/news/business-…"
1961,CallOfDutyBlackopsColdWar,Irrelevant,You mean real life crack epidemic?
1103,AssassinsCreed,Negative,Ghost of tsushima is a better assassins creed game than modern assassins creed
1107,AssassinsCreed,Positive,my ass still knee-deep in Assassins Creed Odyssey with no way out anytime soon lmao
9361,Overwatch,Irrelevant,NYUMMM DELICIOUS FINALLY SOME GOOD CONTENT NYUMM THE SKINS THE ASHER
11363,TomClancysRainbowSix,Positive,"#RainbowSixSiege where are hereford, plane, chalet and fortress in casual?! I miss the maps!!!"
2277,CallOfDuty,Negative,Is there anything not wrong with this game why cant i claim the credits @PlayCODMobile such a joke.... #CallofDutyMobile #CODm #CoDMobile #CallofDuty https://t.co/0geOGc0Egq
6098,FIFA,Negative,No fucking thank you 🖕🏻🖕🏻🖕🏻
6356,FIFA,Irrelevant,Shame @weemanronza had to get me in the first round of the FIFA tournament this week. By all accounts a nice guy and a good player. But there’s no gettin by The Bud. #ParkIt
4186,CS-GO,Neutral,Choked in an eco round 30 big L❌
524,ApexLegends,Irrelevant,Happy birthday Gautam 😍😍
6772,Fortnite,Positive,Fuck I missed this
6787,Fortnite,Irrelevant,Dumb Lucky☘️   (Fortnite Montage) youtu.be/psWjTNkBQbE via @YouTube
3449,Facebook,Neutral,In Facebook jail for literally nothin... They ain't even tell me what got reported 😂
126,Amazon,Neutral,This dangerous 'party drug' has been everywhere — even on Amazon nbcnews.com/feature/nbc-ou… via @nbcnews
8566,NBA2K,Neutral,BITCH ASS LEGEND VIP’D MY LITTLE BROTHER ON OUR 2 GAME WIN STREAK SMFH @Ronnie2K @NBA2K pic.twitter.com/GdS3KN9jVj
8917,Nvidia,Neutral,"Shipped first GPU-enabled production code through #bravetools! #LXD  makes it easy to passthrough host hardware and @nvidia drivers, while bravetools abstracts configuration and makes it easy to automate for all future releases 🚀 #AI #devops #OpenSource 

github.com/bravetools/bra… https://t.co/92K5MYIaXx"
11107,TomClancysGhostRecon,Negative,Like almost all the times. Ubisoft = problem. Will we receive these rewards later too @Ubisoft?
2808,Dota2,Neutral,"The OGA Dota PIT Season 3: Europe/CIS looks like it is going to be one heck of a tournament with some of the best teams in Europe competing in it.

#Esports #Dota2

afkgaming.com/articles/dota2…"
5515,Hearthstone,Negative,I miss when Hearthstone was simpler
6091,FIFA,Neutral,So #Maria was playing FIFA today.
4416,Google,Negative,"Let's all agree to completely trash the inevitable facebook, apple, and google commercials that come out and show people high fiving and hugging again once this is over. Priding themselves on keeping us connected."
427,ApexLegends,Positive,Wow..
5454,Hearthstone,Neutral,"I will say that playing a Hearthstone PTQ last weekend made me appreciate Magic organized play from the PT-level down, even with its consistent disappointments above that"
4275,CS-GO,Neutral,"Don't jump me... @CSGO #CSGO

🔗 medal.tv/clips/16016123… https://t.co/8BAmw54jyL"
6569,Fortnite,Irrelevant,I haven’t watched the NBA in quiet some time. I’ve actually boycotted it most of the year because of the Hong Kong fiasco. But @Dame_Lillard may just bring me back. ITS LIKE HE IS ON A FORTNITE HEATER.
11736,Verizon,Negative,They took my phone number from me. Thanks @verizon I was rey pay the bill yall couldn't jus give me more time tf
1255,Battlefield,Irrelevant,A ban for Battlefield 4 player rifqipratama has occurred SEE DETAILS: bf4db.com/player/ban/995…
10054,PlayerUnknownsBattlegrounds(PUBG),Negative,India Bans 118 Chinese apps including PUBG #PUBG #PUBGMOBILE pic.twitter.com/4RT8ykyxM3
6694,Fortnite,Negative,NOT FREE TO USE !!!! Recent work #Fortnite pic.twitter.com/P9VMUtkt49
11465,TomClancysRainbowSix,Negative,Wtf is going on with the new Playstation update? Now we can't make open parties anymore or see anyone else's parties unless you're invited.. @AskPS_UK Also on top of that the Siege servers are connecting. I definitely won't finish my battlepass in time. @Rainbow6Game
4894,GrandTheftAuto(GTA),Negative,Sad I got a point to say anyone say gta 6 look crazy get life stop saying everything that happens in real life comparing to video game that is not even out your sad piece of shit people there lady that got hit by that car just lost her life show respect or could be u
7635,MaddenNFL,Neutral,THE MADDEN CURSE HAS BEEN BROKEN. NOW GIVE THE COVER TO @Lj_era8 @EAMaddenNFL @EASPORTS_MUT
