id,company,tweet
10268,PlayerUnknownsBattlegrounds(PUBG),Doing anything in extreme will cause  consequences...banning pubg is not the solution! #UnBanPubg
9082,Nvidia,This is insane! Makes me want to upgrade my GPU
2375,CallOfDuty,"Am I the only one who doesn't want to go back to work? Now I've had a taster of it, I really do like being a full time streamer 😭😭 #Streamer #StreamersLife #ModernWarfare #CallOfDuty #Fortnite #Minecraft
Go follow my page please everyone let's blow it up
Facebook.com/SteveCavGaming"
11033,TomClancysGhostRecon,"While it's true that #GhostReconBreakpoint needs a lot of support and fixes, they definitely nailed the atmosphere and ambiance.  Some of these vistas are just incredible.  Here's hoping March 24th brings the changes the game needs. pic.twitter.com/mgHag6dlEM"
11153,TomClancysGhostRecon,@GhostRecon you telling lights are bulletproof on this game? Fix that shit yo
12652,WorldOfCraft,I just earned the [That's Val'sharah Folks!] Achievement! #Warcraft pic.twitter.com/pJ3luJuVer
7835,MaddenNFL,bro this is FIRE
13,Amazon,"Hated packing this one but at least it sold and arrived safely..lol
.
#resellercommunity #flipping #thriftshopping #thrift #goodwill #yardsalefinds #yardsale #garagesale #americanpickers #ebay #amazon #sourcing… instagram.com/p/CBBFX5RFQHW/…"
5865,HomeDepot,"@HomeDepot 
This has been the WORST experience we've ever had with Home Depot in Wentzville ! We spent $763.30  on a bad ass machine with a great 5 year warrenty  only to wait for 1 week for it to be dropped off, then it Doesn't even work. Nothing can be done until the 28th!"
4367,CS-GO,"friendship ended with mibr
now furia is my best friend"
5212,Hearthstone,I do like this hearthstone pic.twitter.com/ef2LVsY44m
8788,NBA2K,Not this again
10563,RedDeadRedemption(RDR),red dead redemption got me wanting to move to a mother fucking ranch
8617,NBA2K,Ight @NBA2K false alarm pic.twitter.com/F4GBu2bVKb
3898,Cyberpunk2077,"Yaaaas! 

I want to see Keanu animated in anime 😆"
397,Amazon,"#Amazon Best Seller!

Screen Cleaner Kit - Best for LED & LCD TV,...

$19.95

amazon.com/Screen-Cleaner… https://t.co/mrUD2zbLfT"
7806,MaddenNFL,Preordered @EAMaddenNFL for @PlayStation can’t wait!
394,Amazon,‘One of the saddest days of my life’: Queens business leader reflects on what could have been one year after Amazon killed its HQ2 project in LIC  qns.com/story/2020/02/…
3838,Cyberpunk2077,Dang there goes my birthday present but maybe this will be better
3361,Facebook,Bro I had an abusive internet boyfriend that used to call me a stupid bitch whenever niggas used to like my pics on facebook and I used to beg him to not be mad at me. I was such a stupid bitch FOR REAL
6356,FIFA,Shame @weemanronza had to get me in the first round of the FIFA tournament this week. By all accounts a nice guy and a good player. But there’s no gettin by The Bud. #ParkIt
9840,PlayStation5(PS5),"ps5 looks NICE, I love white ;_;"
13150,Xbox(Xseries),"🤣👉 @KEEMSTAR Ya know, the social media STI?

🤡 is going after the video game blogger @TheQuartering 👈😏

Why?! Who fuckin’ cares. 🤦‍♂️ Just wanted to point out where KEEM is at in life. 🤣 Painfully lame.

#gamers #PS5 #XboxSeriesX"
8566,NBA2K,BITCH ASS LEGEND VIP’D MY LITTLE BROTHER ON OUR 2 GAME WIN STREAK SMFH @Ronnie2K @NBA2K pic.twitter.com/GdS3KN9jVj
12541,WorldOfCraft,Absolutely love this! Thank you so much for such a beautiful version of Lani’thel!
638,ApexLegends,Wilson 💛
6353,FIFA,"This was easily the best Fifa. First time with secondary divisions, off the ball control, free kick spin and placement. And an original soundtrack to vibe to. Unmatched. #fifa #EASPORTSFIFA #fifa2004 pic.twitter.com/LMzXeAgopr"
4905,GrandTheftAuto(GTA),"The ultimate pruning machine! @stihlusa GTA 26 has a 4"" bar and chain. Super lightweight making it perfect for landscapers or homeowners looking for a smaller machine vs manually trimming with a… instagram.com/p/B74-nElB3eG/…"
9792,PlayStation5(PS5),"Good luck paying 70 dollars for a broke, buggy and incomplete game that will definitely have microtransactions despite the price. #XboxSeriesX #PlayStation5"
586,ApexLegends,It was a good day in #ApexLegends #XboxShare pic.twitter.com/LZ6B1OiPtt
739,ApexLegends,Watching @LuluLuvely vids always hype me up 🔥 LETSA GOO! @PlayApex
5495,Hearthstone,Team 5 what a great media/announcement day. You guys always manage to surprise the Hearthstone community when we think we’ve seen it all. Keep up the phenomenal work. @PlayHearthstone #Hearthstone pic.twitter.com/qsQFw4ZA6v
9393,Overwatch,Today has been the most fun I’ve had watching and interacting with Overwatch League in a long time.
4050,CS-GO,Wow
4922,GrandTheftAuto(GTA),(NA/PC) Come Vibe With Me. Messing Around In GTA !twitter twitch.tv/milzzz_ttd
10601,RedDeadRedemption(RDR),The new Red Dead Redemption’s graphics look incredible!
6102,FIFA,Super Eagles move up four places in February FIFA rankings best9jamusic.com.ng/sports/super-e… https://t.co/eZcjdiZVje
5301,Hearthstone,"to the guy that keeps tryna hack my battle.net account you can fucking have it all you get is overshit, level 20 wow classic orc and half finished basic set for hearthstone"
4697,Google,"Google  your name + horror + aesthetic.
I don't exist enough so I had to use my middle name too😆🤓 pic.twitter.com/nkKXdSW8OR"
813,AssassinsCreed,"🎥  🎥  We're gonna try to save some historical place with bad gameplay and poor decision making.  Don't miss it in @assassinscreed odyssey.

Network by @NETGEARgaming
Powered by @CYBERPOWERPC
Swag from @TheMarvelFactor

Only on @WatchMixer now at mixer.com/itsPlanB https://t.co/jRYamXkrlt"
12689,WorldOfCraft,@WarcraftDevs this would be incredible!
5473,Hearthstone,YOUR PATHETIC Freeze Cannot Stop MY MINIONS | Hearthstone Daily Moments Ep.1465 gameforce.jp/hearthstone%e3… https://t.co/H0Q9zjH8GF
10309,PlayerUnknownsBattlegrounds(PUBG),"PTA PUBG ban is unconstitutional in nature because it violates  article 18 of the constitution of the islamic republic of pakistan. The employees involved should be suspended
 #PTALiftBanOnPUBG
#unbanpubginpakistan 
#SavePakistanEsports 
 @PTAofficialpk @ZakaWaqar pic.twitter.com/Pxh87DXB2Z"
127,Amazon,"""Great storytelling, peppered with detail that brought the world to life make this easy to recommend."" Amazon Reviewer. #mystery #cosycrime #readindie mybook.to/ClencherMill https://t.co/C5LIhX0T2x"
9039,Nvidia,"Apple is a no for me, they don’t innovate anymore"
3068,Dota2,fuck my life 😆
3277,Facebook,"All my success in the past came from people that don't know a single thing about me. Time to go back to that audience.  I'm done with Facebook, not catering to that crowd anymore."
5731,HomeDepot,"@jimbcbs4 Hey Jim, we disagree on politics and policies but the greeter that cussed you at Home Depot was so out of line... 
I'm so sorry that others have made you deal with that."
12949,Xbox(Xseries),"Microsoft Apparently Has 16 First-Party Xbox Studios, But That Doesn't Add Up purexbox.com/news/2020/03/m… #Microsoft #Xbox #XboxOne #XboxSeriesX https://t.co/WZHHIwK1GL"
1673,CallOfDutyBlackopsColdWar,Definitely getting this 🔥
3169,Dota2,TI9 BEST Plays & EPIC Moments The International 2019 Dota 2 zonestream.cx/ti9-best-plays…... https://t.co/DvexFpHvwg
12714,WorldOfCraft,"Playing world of Warcraft! So much fucking fun. I can’t believe I wasted so much time playing games like cod, fortnite, h1. This right here is a REAL mans game."
7456,LeagueOfLegends,"West had a bit of hope for a good playoff finish but it’s slowly dying with @G2esports getting worse with every game. At least NA is getting a few wins )
#LeagueOfLegends #Worlds2020 #lolesports #LCS #LEC"
9273,Overwatch,Its live time with more overwatch shenanigans yall gunna bullshit around and rage at the game lol see ya there! Theta.tv/spazzxattack
11536,TomClancysRainbowSix,"Normally i dont put time and effort into people like this but this shows me exactly the kind of people who participate in 
@Rainbow6Game. Since when is it disallowed to play with IRL friends who are lower ranked than u are. smh pic.twitter.com/7aAhqXw9cZ"
1131,AssassinsCreed,Assassins creed odyssey 🔥🔥🔥🔥 probably my favorite out of the series
2216,CallOfDuty,"@PlayCODMobile @M2Games2 i love the call of duty, more unfortunately i'm having a lot of audio bug, every time i'm playing the BR mode of the game, the audio just stops, then i have to close it and open dnv the device i'm using is iOS."
9388,Overwatch,@Hunduks we will never be as happy as we were during the overwatch beta 💀
2653,Borderlands,Shitting around | Borderlands 3 | Part 5.5 twitch.tv/slayer3000bot
8408,NBA2K,2k games is never the same again 💔😭
1221,Battlefield,"@EAHelp I haven't been able to log on to Battlefield V on XBox One and a friend encountered the same issue. We just can't go in and data won't sync. However, BF1, NHL 20 and all other games I have appear to be fine though. Why is that?"
5083,GrandTheftAuto(GTA),Holy shit
11869,Verizon,Shark 270 #4GLTE Wireless Cellular Revenue #Meter is #Verizon certified and allows you to collect #energy usage and power quality data easily over the air. Get your #demo here: bit.ly/4gltedemo
2191,CallOfDuty,"Whos ready for some zombie royale warzone stream tonight? @GamerRetweets @CallofDuty #Warzone #twitch #streamer #ModernWarfare #gulagking
@Pureyo head over to twitch.tv/JustGLN give us a follow and turn notifications on to not miss out on the fun #roadtoaffliate"
9495,Overwatch,now i'm just offended
1954,CallOfDutyBlackopsColdWar,"I can’t wait to play the beta this weekend! Oh wait...

I have an Xbox. 

Never mind."
9608,PlayStation5(PS5),God when 🥺
12565,WorldOfCraft,I just earned the [Rare to Well Done] Achievement! #Warcraft
8129,Microsoft,"Today I found out that Windows' Cortana actually sounds like Jen Taylor in America but nowhere else. What the fuck, microsoft?!"
6376,FIFA,"We are pleased to announce the names of the referees approved by the FIFA Referees Committee for the 2020 international lists.

BONDO Joshua
GOBAGOBA Tshepo Mokani
MOSITWANE Tirelo
DINTWA Keabetswe
METHIKGA Itumeleng (Women Referee)

#WeAreBFA 
#Congratulations pic.twitter.com/iOhPfXl5Tp"
8943,Nvidia,"Half are political accounts, most of them I haven't interacted with in a few months, three NVidia accounts, two of them I have only even replied to once, and the only person who I know IRL is in the second row. How did this happen pic.twitter.com/nvqUiUYKOJ"
9063,Nvidia,AMD really got so scared of Nvidia’s ampere that they quit making GPUs and switched to bikes
10719,RedDeadRedemption(RDR),"Red Dead Redemption 2 broke me, broke my heart. The wild west is a cruel place."
10156,PlayerUnknownsBattlegrounds(PUBG),Played pubg for the first time in a long time and loved it. Will be posting clips tonight!
427,ApexLegends,Wow..
1439,Battlefield,"At the start of the gen we had these were a few of the cross gen titles on both consoles

Assassins Creed Black Flag
Battlefield 4
Call of Duty Ghost
Destiny
Watch Dogs
Metal Gear Solid
Thief
The Evil Within

We got these exclusives

Killzone
Infamous 
Driveclub
Knack pic.twitter.com/JxUhGaKoh0"
2366,CallOfDuty,"Our eldest has spent so long playing this new Call of Duty game, I’m not convinced he even knows what day it is, let alone how long lockdown has lasted. I’d normally object, but I think I’d rather deal with that, than him being frustrated about being stuck at home."
7631,MaddenNFL,"GIVE @2K THE ABILITIES TO MAKE SIM FOOTBALL GAMES NOW! EFF THAT CONTRACT. @EAMaddenNFL Y'ALL HAVE SWINDLED US ENOUGH! @NFL TELL THEM TO GIVE IT UP, THEY DON'T DESERVE THE EXCLUSIVITY LICENSE ANYMORE!!!!!"
10422,RedDeadRedemption(RDR),This is fantastic!
2532,Borderlands,"Completed #Fustercluck this weekend, rounding off year one of #Borderlands3. I decided to go back in response and play the original Borderlands again as I had the 4K GOTY version on my PC already. The shooting feels awful. I'm going to try some suggested ini changes tomorrow."
3254,Facebook,"followed you , DM and let me at least share on here facebook etc. reggae is magical"
6750,Fortnite,"Rue it´s so beautiful😍❤️

#Fortnite #FortniteArt #FortniteSeason3 #digitalart #digitaldrawing pic.twitter.com/OrQuuDxMvJ"
5354,Hearthstone,"#ProtectorCup #Hearthstone

The Protector Cup #1 is over!
Here are your top 3:

🥇@Sergio932HS
🥈@spectro_cs
🥉@cristianhs30

Thanks @caturix_tribe for providing us with these amazing prizes and we will see you soon with the Protector Cup #2!

GGs to everyone that participated! pic.twitter.com/xaPIPRHoFI"
9446,Overwatch,Removing mcree’s noose because ur pussies enit @PlayOverwatch
1586,Battlefield,This was a very messed up little duel #battlefieldclips #battlefieldmemes #bf #battlefield #battlefield4 #twitch #twitchstreamer #twitchaffiliate #twitchtv #twitchclips #twitchgamer #youtube #youtuber #youtubers… instagram.com/p/CDWTLDhjUmF/…
2069,CallOfDuty,FIX IT JESUS ! Please FIX IT ! What In the world is going on here.  @PlayStation @AskPlayStation @Playstationsup @Treyarch @CallofDuty negative 345 silver wolf error code pic.twitter.com/ziRyhrf59Q
2286,CallOfDuty,"Call of duty warzone (livestream) w/ subs #Warzone youtu.be/7BhH_pjOMU4 via @YouTube Please come watch this AMAZING Call of Duty Warzone stream from this AMAZING streamer! It'd be really, really nice to give him some views and likes as well! 😀 #COD #CallofDuty #Warzone"
7925,MaddenNFL,"Thank you @EAMaddenNFL!! 

New TE Austin Hooper in the ORANGE & BROWN!! 

#Browns | @AustinHooper18 

 pic.twitter.com/GRg4xzFKOn"
7794,MaddenNFL,#NFLdropEA to ea from me your game is horrible the franchise mode is horrible mut is just a way for children to gamble with there mom's credit card face of the franchise is cheese and horrible and to this point I'd rather play a fan game than madden NFL please drop EA
352,Amazon,BBC News - Amazon boss Jeff Bezos rejects claims company acted like a 'drug dealer' bbc.co.uk/news/av/busine…
8151,Microsoft,"Thanks to the amazing team at @Microsoft who generously donated 10 Office 365 licenses to AHA! today. We are so grateful!

#accessibleatx #accessible #affordable #integrated #housing #affordablehousing #microsoft #office365 #charity #donation #nonprofit #gratitude #Austin"
